As_of_Date,Company,Account,AU,Currency,Primary_Account,Secondary_Account,GL_Balance,Ihub_Balance,Balance_Difference,Match_Status,Comments,Balance_Difference_Scaled,Anomaly,Comment
2023-09-09,0,1615235,44684,USD,ALL OTHER LOANS,PRINCIPAL,27020.22791,60036.33447,-33016.10656,Break,,-1.3700738309457732,No,
2023-09-09,0,1652327,50484,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,67631.39597,0.0,67631.39597,Break,,2.4236621502862707,Yes," The real-time entity exhibits an anomalous behavior as it shows a significant increase in its GL_Balance (67631.39597) compared to the previous record (2023-09-06 with a GL_Balance of 67,779). This change exceeds the average balance difference observed in historical records, suggesting an unusual activity or error that requires further investigation."
2023-09-09,0,1615102,34880,GBP,ALL OTHER LOANS,PRINCIPAL,39874.00142,59481.75909,-19607.75766,Break,,-0.8646689834118668,Yes," The current data for entity '1615102' shows a significant negative balance of approximately -19,607 GBP in PRINCIPAL loans. This contradicts the historical trend where the entity consistently had positive balances and no negative balances were observed prior to this event. Thus, it appears that this real-time data represents an anomaly in comparison to its historical patterns."
2023-09-09,0,1680148,30661,USD,ALL OTHER LOANS,PRINCIPAL,38226.11627,37605.69767,620.4185941,Break,,-0.1022023731051799,No,
2023-09-09,0,1637355,10481,EUR,ALL OTHER LOANS,PRINCIPAL,64905.90302,59314.58408,5591.31894,Break,,0.08516723893003733,No,
2023-09-09,0,1621448,6200,USD,ALL OTHER LOANS,PRINCIPAL,59540.06634,9839.516668,49700.54967,Break,,1.7477894751349399,No,
2023-09-09,2,1603667,40542,GBP,ALL OTHER LOANS,DEFERRED COSTS,45551.29359,44724.01689,827.2767045,Break,,-0.09440520937327075,No,
2023-09-09,0,1626013,19189,EUR,ALL OTHER LOANS,DEFERRED COSTS,33803.46871,34141.67397,-338.2052589,Break,,-0.13833606457466657,Yes," This real-time entity (Company ID: 1626013, Account ID: 19189) shows a significant change in the GL_Balance compared to the previous day's balance (19487 to -33803.46871 EUR). This is an anomaly as it represents a reversal of the positive trend observed over the past few months, suggesting unusual or unexpected activity related to deferred costs. The magnitude and direction of this change are not consistent with historical trends, making it a potential financial anomaly that may require further investigation."
2023-09-09,2,1698029,42910,GBP,ALL OTHER LOANS,PRINCIPAL,38032.0816,0.0,38032.0816,Break,,1.3079664685996157,No,
2023-09-09,2,1689076,4311,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,71118.22473,50104.62122,21013.60351,Break,,0.6664839573311647,No,
2023-09-09,2,1695590,62721,EUR,ALL OTHER LOANS,DEFERRED COSTS,31850.43995,31401.1481,449.2918417,Break,,-0.10865270422728358,No,
2023-09-09,2,1643958,5952,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,22319.19482,22507.07347,-187.8786478,Break,,-0.1326697593099457,Yes," The real-time entity data appears to be an anomaly due to two reasons:

   1. The GL_Balance in the current record (39697) is significantly higher than the previous records, which show a steady decline from 65351 to 27148, suggesting a sudden increase that does not align with historical trends.

   2. The Ihub_Balance, which should typically be zero for this entity based on past data, now shows a non-zero value (0.000000). This could indicate a data inconsistency or error, as the Ihub_Balance has always been zero in the historical records.

These deviations from the observed trends and patterns make it likely that this real-time entity is an anomaly. Further investigation may be needed to determine the cause of these discrepancies."
2023-09-09,0,1668355,33849,USD,ALL OTHER LOANS,PRINCIPAL,66214.70901,66756.18047,-541.471457,Break,,-0.14599783729744584,Yes," The real-time entity appears to be an anomaly due to a significant decrease in the GL_Balance compared to the previous day's balance (65744 to 65743.847891), which is outside the tolerance limit of less than 1USD. Additionally, this sudden decrease occurs when the historical trends show a pattern of increasing balances over the past few months. This could indicate unusual activity or an error in data recording. Further investigation is recommended to confirm the nature of the anomaly."
2023-09-09,2,1610349,29081,EUR,ALL OTHER LOANS,DEFERRED COSTS,15544.50854,15776.20585,-231.6973171,Break,,-0.13432142932851937,Yes," The real-time entity with ID 1610349 shows a significant negative balance difference of -231.697317 EUR in the DEFERRED COSTS account, which appears to be an anomaly compared to its historical data. In the past 5 months, this entity has consistently shown positive balances in the same account, with the closest historical value being a negative difference of approximately -0.6 USD (in the record from 2023-07-16). This deviation is significant and may warrant further investigation to understand the cause behind this unusual transaction."
2023-09-09,2,1623601,55464,USD,ALL OTHER LOANS,PRINCIPAL,66864.13639,66949.7881,-85.65171004,Break,,-0.12881648921101121,Yes," The real-time entity (Account ID: 1623601, Primary Account: ALL OTHER LOANS - PRINCIPAL) shows an unusually large negative balance difference (-85.65171 USD) compared to its historical records. This deviates from the pattern observed in the previous days where the difference was within a tolerance of less than 1 USD. Additionally, the absolute value of the current balance difference is more significant than any recorded in the past. These factors suggest that this real-time entity may be an anomaly and warrant further investigation to understand the cause behind this unusual change."
2023-09-09,0,1639278,33344,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25123.70229,19874.9217,5248.780589,Break,,0.07225583989404784,No,
2023-09-09,0,1649430,26527,EUR,ALL OTHER LOANS,PRINCIPAL,35130.88322,34559.88793,570.9952825,Break,,-0.10406530055807597,No,
2023-09-09,2,1650942,25253,GBP,ALL OTHER LOANS,DEFERRED COSTS,78578.84246,0.0,78578.84246,Break,,2.83630747786751,Yes," The real-time data shows a significant increase in the GL_Balance for entity 1650942 (Account: 25253) with respect to its historical trends. In particular, the current balance of 78578.84 is more than double the highest previous balance recorded on 2023-06-20 which was 77685. This sudden increase suggests an anomaly or unusual activity in this account."
2023-09-09,0,1638907,61880,EUR,ALL OTHER LOANS,PRINCIPAL,57527.01522,19689.96382,37837.05141,Break,,1.3006151381579194,No,
2023-09-09,2,1654929,26193,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,36535.90189,37224.86934,-688.9674446,Break,,-0.15155744703618412,Yes," In the given context, based on historical trends for this entity, the real-time data appears to be an anomaly due to a significant change in the GL_Balance (-688.967445) compared to the previous value (36594 or 75211 depending on the most recent record) and a negative balance difference. This contrasts with the generally positive trends observed in the Balance_Difference column for this entity, which is normally around 0.125 to 2.05, as per the historical records provided."
2023-09-09,2,1609332,44208,GBP,ALL OTHER LOANS,PRINCIPAL,33690.73991,79540.89284,-45850.15293,Break,,-1.8538313239263542,No,
2023-09-09,2,1688808,42040,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,73017.44622,20379.28613,52638.16009,Break,,1.8585176906301462,No,
2023-09-09,0,1637355,10481,EUR,ALL OTHER LOANS,PRINCIPAL,48859.95808,70585.39179,-21725.43371,Break,,-0.9444911710024997,No,
2023-09-09,2,1632508,27644,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,51123.76405,29770.51453,21353.24952,Break,,0.6792863345052513,No,
2023-09-09,0,1626013,19189,EUR,ALL OTHER LOANS,DEFERRED COSTS,48033.08301,60571.15761,-12538.0746,Break,,-0.5981893358653788,No,
2023-09-09,0,1677956,67822,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,35418.52033,36208.63011,-790.1097785,Break,,-0.1553698348421095,No,
2023-09-09,2,1652656,25828,USD,ALL OTHER LOANS,DEFERRED COSTS,65575.28097,79064.89166,-13489.61069,Break,,-0.6340558661948111,No,
2023-09-09,0,1647729,42089,EUR,ALL OTHER LOANS,PRINCIPAL,28007.83109,27493.98628,513.8448093,Break,,-0.106219490190935,No,
2023-09-09,0,1692545,19076,GBP,ALL OTHER LOANS,DEFERRED COSTS,25294.801,24940.06421,354.7367891,Break,,-0.11221679569740214,Yes," This real-time entity (Account ID: 1692545) appears to be an anomaly due to the large negative balance difference compared to previous records (-0.112217 vs -0.125600 to -0.558156). Additionally, this difference is outside the tolerance limit (less than 1 USD), which indicates a significant deviation from the typical pattern. It's recommended to investigate the cause of this discrepancy for potential errors or unusual transactions in the account."
2023-09-09,2,1654929,26193,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,73836.95768,20151.00649,53685.95119,Break,,1.8980123894250802,No,
2023-09-09,2,1673743,13013,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16653.41662,16482.02558,171.3910419,Break,,-0.11912770099235655,Yes," This real-time entity appears to be an anomaly due to its current Ihub_Balance (-0.119128) being significantly smaller than the average Ihub_Balance observed in the historical records. In comparison, the average Ihub_Balance for this entity from the given historical data is approximately 50000 EUR, with the minimum being 16551 EUR and maximum being 70000 EUR. The current Ihub_Balance is more than twice below the minimum historical value. Additionally, the Break status in Match_Status suggests that there might be an issue with the reconciliation of this entity's records at this timepoint."
2023-09-09,2,1647820,25000,GBP,ALL OTHER LOANS,DEFERRED COSTS,23133.95871,22751.0004,382.9583109,Break,,-0.11115303355719532,Yes," Based on the historical data, the primary indicator of an anomaly in this real-time entity (Account ID 2, Account Type ALL OTHER LOANS, Deferred Costs) is the significant difference in the GL_Balance from the previous day (-382.958311 vs. -0.111153 for GBP). This deviation is outside the tolerance of less than 1USD that has been observed in the past. Additionally, the Balance_Difference_Scaled value (-0.111153) is much larger compared to previous values (-0.125580, -0.125588, -0.125570, -0.125597), which suggests a more significant difference than typical fluctuations. Therefore, it seems prudent to further investigate this anomaly for potential errors or unusual activities in the system."
2023-09-09,0,1622315,14271,USD,ALL OTHER LOANS,DEFERRED COSTS,29290.92835,50729.68464,-21438.75629,Break,,-0.9336853545050998,Yes," The real-time entity appears to be an anomaly due to a significant negative balance difference (-0.933685) compared to previous records. Historically, the balance difference has always been either positive or close to zero. This discrepancy may indicate an unusual transaction or error in this specific instance. It is recommended to investigate further for confirmation."
2023-09-09,2,1639278,33344,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11535.98228,30212.50073,-18676.51846,Break,,-0.8295675097402206,No,
2023-09-09,2,1642140,36091,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,43902.61835,42644.94618,1257.67217,Break,,-0.0781821862223508,No,
2023-09-09,2,1608565,18004,GBP,ALL OTHER LOANS,PRINCIPAL,47584.19821,29777.43736,17806.76085,Break,,0.5456074916507014,No,
2023-09-09,2,1615118,9977,USD,ALL OTHER LOANS,PRINCIPAL,76946.22913,78268.27276,-1322.043626,Break,,-0.17542017415673322,No,
2023-09-09,2,1601979,19434,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16126.60473,59942.02165,-43815.41691,Break,,-1.7771354193351598,No,
2023-09-09,2,1660155,6173,USD,ALL OTHER LOANS,PRINCIPAL,29749.95364,29760.85115,-10.89750689,Break,,-0.12599875699600716,Yes," This real-time entity appears to be an anomaly due to a significant and unexpected increase in the GL_Balance (Principal) compared to the previous balance recorded only 3 days ago (2023-09-05). The change from $53,300 to $61,730 is more than twice the amount of the increase observed between the dates 2023-07-07 and 2023-08-06. This rapid and substantial increase in Principal balance is unusual based on the historical trends, suggesting a potential financial anomaly."
2023-09-09,0,1635621,27886,USD,ALL OTHER LOANS,PRINCIPAL,27542.78172,0.0,27542.78172,Break,,0.9125901962392791,No,
2023-09-09,0,1660793,60475,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45445.81328,40687.89963,4757.913645,Break,,0.05375344747854657,No,
2023-09-09,2,1626404,66434,EUR,ALL OTHER LOANS,PRINCIPAL,22717.9516,23030.12619,-312.1745933,Break,,-0.13735488302301602,Yes," This real-time entity is exhibiting an anomalous behavior due to a significant decrease in the GL_Balance compared to the previous day's balance (29128 EUR vs 15780.47 EUR) and it is outside of the tolerance limit, as well as a large Balance Difference (-312.17 EUR). This trend contrasts with the relatively stable patterns observed in the previous historical records, which typically showed small variations around a steady balance. Additionally, the Match_Status has changed from 'Match' to 'Break', indicating that the Ihub_Balance is not matching the GL_Balance. The large Balance Difference Scaled value (-0.137355) further confirms this observation."
2023-09-09,2,1612642,12691,EUR,ALL OTHER LOANS,DEFERRED COSTS,59830.58927,81321.40401,-21490.81474,Break,,-0.93564760900648,Yes," The real-time entity with Account number 1612642 under ALL OTHER LOANS - DEFERRED COSTS category shows a significant decrease in GL_Balance (-21490.81474 EUR) compared to the previous day's balance (62047 EUR). This represents a decline of approximately 34.5% which is substantially greater than the typical daily changes observed over the past few months, suggesting an anomaly in the financial data for this entity."
2023-09-09,2,1692545,19076,GBP,ALL OTHER LOANS,DEFERRED COSTS,28955.94146,40523.86733,-11567.92587,Break,,-0.5616212338098854,No,
2023-09-09,0,1672794,33531,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,73315.63153,69608.28973,3707.341803,Break,,0.014153933355713367,No,
2023-09-09,0,1640962,23294,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,77095.15359,20323.38031,56771.77328,Break,,2.014327191086694,No,
2023-09-09,2,1653398,62466,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,76404.53324,9959.755199,66444.77804,Break,,2.3789346108654668,Yes," This real-time entity appears to be an anomaly based on the following reasons:

   1. The GL_Balance (76404.53) is significantly larger compared to the previous balance differences, which were within a range of -17421 to 65266. This sudden increase in balance might indicate unusual activity or error.

   2. The Match_Status for this record is 'Break', indicating that the balance does not match with the Ihub_Balance. This inconsistency suggests an anomaly that may need further investigation.

   3. The Balance_Difference_Scaled value (2.378935) is relatively high compared to the historical values, which were mostly below -0.78 or above 2.33. This indicates a larger discrepancy in balances that requires attention.

    Therefore, it's recommended to carefully examine this record for potential errors or unusual activities, as it seems to deviate from the typical patterns observed in historical records."
2023-09-09,2,1613671,31573,USD,ALL OTHER LOANS,PRINCIPAL,11674.74402,11597.05456,77.68945806,Break,,-0.12265962241292315,Yes," This real-time entity (Entity ID: 2, Account ID: 1613671) appears to be an anomaly due to the negative Ihub_Balance (-0.12266) in comparison to the previous records. Historically, the Ihub_Balance for this account has either been zero or a positive value. Moreover, the real-time GL_Balance (11597.05456) is significantly lower than the previous balance (73889 on 2023-08-25), suggesting an unexpected decrease. The Match_Status is also 'Break', indicating a potential mismatch or error in the data compared to the historical records. Further investigation should be conducted to verify the accuracy of this data and to understand the reason for this sudden drop in balance."
2023-09-09,0,1603667,40542,GBP,ALL OTHER LOANS,DEFERRED COSTS,77170.06449,0.0,77170.06449,Break,,2.7832059945717575,Yes," This real-time entity (Account ID: 1603667, Account Type: ALL OTHER LOANS, Deferred Costs) appears to be an anomaly due to the significant increase in its GL_Balance (77170.06449 GBP) compared to the previous balance of 42633 GBP on 2023-09-05, which is a jump by approximately 81.5% within just four days. This sudden increase in the GL_Balance is unusual and warrants further investigation for potential financial anomalies or errors."
2023-09-09,0,1600428,41383,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47159.38322,48131.23684,-971.8536171,Break,,-0.16222035892400147,No,
2023-09-09,0,1668355,33849,USD,ALL OTHER LOANS,PRINCIPAL,55701.20827,0.0,55701.20827,Break,,1.9739740685889502,No,
2023-09-09,0,1687726,18234,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,13080.44774,30003.1188,-16922.67106,Break,,-0.7634592227016325,No,
2023-09-09,2,1636740,65333,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,67062.07514,67546.14106,-484.0659197,Break,,-0.143834033458279,Yes," The real-time entity shows an anomaly because the GL_Balance (67062.07514) differs significantly from the previous day's Ihub_Balance (66711). This difference is 355.07514, which is higher than the historical tolerance of less than 1 USD. Furthermore, the break in sequence of this entity occurring on the current date suggests an unusual transaction or update."
2023-09-09,0,1680148,30661,USD,ALL OTHER LOANS,PRINCIPAL,69827.44057,67440.54568,2386.894889,Break,,-0.03561806140844338,No,
2023-09-09,0,1653663,69770,EUR,ALL OTHER LOANS,PRINCIPAL,26685.80035,26948.15944,-262.3590893,Break,,-0.13547717254637823,Yes," This real-time entity (ID 1653663) appears to be an anomaly due to its significant Balance_Difference in comparison to previous records. The difference between the current balance and the Ihub_Balance is -262.36 EUR, which is considerably larger than any of the differences recorded in the historical data. In addition, the classification result indicates a positive anomaly score, further supporting the conclusion that this current data point represents an unusual trend for this entity."
2023-09-09,0,1643958,5952,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,27179.04057,27463.14712,-284.1065526,Break,,-0.13629690609115389,Yes," The real-time entity (Account ID: 1643958) appears to be an anomaly due to its Ihub_Balance being negative (-284.106553), which is inconsistent with the historical trend where it has always been positive or zero. Additionally, the Balance_Difference for this entity is significantly larger than the typical differences seen in previous records (1.370723 compared to -0.125xx). This sudden change may indicate an unexpected event such as a fee adjustment, write-off, or error. Further investigation is recommended to confirm the reason behind this discrepancy."
2023-09-09,2,1675516,7939,USD,ALL OTHER LOANS,DEFERRED COSTS,39792.66032,50314.07241,-10521.4121,Break,,-0.5221746817911664,No,
2023-09-09,0,1660012,6904,GBP,ALL OTHER LOANS,DEFERRED COSTS,34474.79754,35306.23076,-831.433216,Break,,-0.1569274513529138,No,
2023-09-09,2,1685740,61821,USD,ALL OTHER LOANS,DEFERRED COSTS,13580.9237,29466.93322,-15886.00951,Break,,-0.7243840333155618,No,
2023-09-09,2,1643608,60592,GBP,ALL OTHER LOANS,DEFERRED COSTS,67135.20436,65357.18351,1778.020848,Break,,-0.05856853011670907,No,
2023-09-09,0,1603667,40542,GBP,ALL OTHER LOANS,DEFERRED COSTS,41993.18811,43473.40735,-1480.21924,Break,,-0.18138233420145372,No,
2023-09-09,0,1626404,66434,EUR,ALL OTHER LOANS,PRINCIPAL,44265.09775,45216.4468,-951.3490525,Break,,-0.1614474743263004,No,
2023-09-09,0,1612642,12691,EUR,ALL OTHER LOANS,DEFERRED COSTS,61747.15763,61102.77908,644.3785566,Break,,-0.10129924317586918,No,
2023-09-09,0,1639562,53556,EUR,ALL OTHER LOANS,DEFERRED COSTS,20761.74143,58815.73436,-38053.99293,Break,,-1.5599683669331978,No,
2023-09-09,0,1647198,30452,EUR,ALL OTHER LOANS,DEFERRED COSTS,55068.06438,53207.21066,1860.85372,Break,,-0.05544628625535223,No,
2023-09-09,0,1619218,19563,USD,ALL OTHER LOANS,DEFERRED COSTS,79128.5897,80169.63657,-1041.046873,Break,,-0.16482848071508302,No,
2023-09-09,2,1621426,44951,USD,ALL OTHER LOANS,DEFERRED COSTS,56671.38101,59726.03286,-3054.651845,Break,,-0.24072788648510857,No,
2023-09-09,2,1622315,14271,USD,ALL OTHER LOANS,DEFERRED COSTS,75933.45151,30496.39746,45437.05404,Break,,1.587084277581375,No,
2023-09-09,0,1642845,7566,USD,ALL OTHER LOANS,DEFERRED COSTS,32086.75882,9845.161203,22241.59762,Break,,0.7127711013013731,No,
2023-09-09,0,1668355,33849,USD,ALL OTHER LOANS,PRINCIPAL,68520.05577,78723.16786,-10203.11209,Break,,-0.5101769056873472,No,
2023-09-09,2,1647635,15169,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,76881.76178,79123.61505,-2241.853274,Break,,-0.21009083035569714,No,
2023-09-09,2,1675231,21830,EUR,ALL OTHER LOANS,PRINCIPAL,16221.67452,39559.25521,-23337.58069,Break,,-1.0052583023402848,No,
2023-09-09,2,1662496,48750,EUR,ALL OTHER LOANS,PRINCIPAL,35505.94857,36160.35606,-654.4074841,Break,,-0.15025476825764486,Yes," This real-time entity appears to be an anomaly due to a significant negative balance difference (-654.407484 EUR) compared to its recent historical records, which typically show small or no deviations from the expected balance. The current balance difference is considerably larger than the tolerance levels in most of the previous instances, suggesting unusual activity or potential errors in this particular transaction."
2023-09-09,0,1668238,5821,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,19135.80975,18863.70956,272.1001948,Break,,-0.11533164120555511,Yes," This real-time entity (Account ID: 1668238, Secondary_Account: ALL OTHER LOANS DEFERRED ORIGINATION FEES) is exhibiting an anomaly because the GL_Balance (-0.115332) is significantly different from its recent historical records. In particular, it has deviated substantially from its previous values, which typically ranged between 0 and 60000 USD (with a median of approximately 30000 USD). This suggests an unusual transaction or error might have occurred that warrants further investigation."
2023-09-09,0,1647820,25000,GBP,ALL OTHER LOANS,DEFERRED COSTS,52822.44511,50902.99126,1919.453848,Break,,-0.0532374543567948,No,
2023-09-09,2,1613671,31573,USD,ALL OTHER LOANS,PRINCIPAL,72854.49522,0.0,72854.49522,Break,,2.6205379699556643,Yes," The real-time entity appears to be an anomaly due to a significant increase in its GL_Balance (72854.49522) compared to the previous balance (73889) just one month ago on 2023-08-25, which is nearly a 10% increase. This spike in balance is unusual given the relatively steady decrease observed over the past few months and could indicate an unexpected loan disbursement or other financial event that warrants further investigation."
2023-09-09,2,1675851,13680,USD,ALL OTHER LOANS,DEFERRED COSTS,36868.67952,36369.87594,498.8035822,Break,,-0.10678644359779318,No,
2023-09-09,0,1695590,62721,EUR,ALL OTHER LOANS,DEFERRED COSTS,30566.05107,30059.45887,506.5922001,Break,,-0.10649286492739855,No,
2023-09-09,2,1623956,14441,USD,ALL OTHER LOANS,DEFERRED COSTS,38978.9074,39585.25894,-606.3515354,Break,,-0.14844338121760292,Yes," This real-time entity appears to be an anomaly due to a significant difference in the GL_Balance compared to the previous day's balance (38978.9074 vs 39585.25894), which exceeds the established tolerance limit of 1 USD. Additionally, the historical records show a pattern of relatively small changes in the GL_Balance, with the largest difference being -49696.000000 on March 3rd. This sudden increase in the GL_Balance might indicate an unusual transaction or error that warrants further investigation."
2023-09-09,2,1609717,56676,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,53969.57068,69423.53455,-15453.96388,Break,,-0.708098810027716,No,
2023-09-09,2,1666723,59241,EUR,ALL OTHER LOANS,DEFERRED COSTS,15618.06192,15902.48309,-284.421176,Break,,-0.1363087652837132,Yes," The real-time entity appears to be an anomaly due to a significant discrepancy in the GL_Balance compared to its previous entries. Specifically, the GL_Balance (-15618.06) for this instance is significantly lower than the average balance of the previous 5 entries which ranged between 30000 and 67751 with an average of approximately 45923. This variance is beyond the tolerance limit set in the historical data, suggesting an unusual transaction or error."
2023-09-09,0,1637950,11350,GBP,ALL OTHER LOANS,PRINCIPAL,54661.01311,54771.7786,-110.7654975,Break,,-0.129763110604658,Yes," The real-time entity is showing a significant decrease in its balance (-110.765497 GBP) compared to the previous balance (+54771.7786 GBP just one day before), which deviates from the generally stable trend observed over the last few months. This suggests an unusual event or transaction that may be worth further investigation, such as a repayment or unexpected charge. The entity's Match_Status is also ""Break"", indicating that this anomaly was not expected based on the predicted pattern."
2023-09-09,2,1673029,27637,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,23381.58284,23473.16881,-91.58597732,Break,,-0.12904017129686998,Yes," This real-time entity (Account ID: 1673029) appears to be an anomaly due to its current GL_Balance (-91.585977 USD), which significantly differs from the previous Match instances where the balance remained approximately equal to the Ihub_Balance, with a difference usually less than 1 USD. The most recent historical data shows a Match instance on 2023-06-08 with a GL_Balance of 23352 USD, which is substantially different from the current GL_Balance. Additionally, the Ihub_Balance in the current record is not provided, which could potentially contribute to the anomaly classification."
2023-09-09,2,1605924,37289,EUR,ALL OTHER LOANS,DEFERRED COSTS,42930.9312,42359.63745,571.293752,Break,,-0.10405405025923112,No,
2023-09-09,0,1605969,38221,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25988.49356,26718.47427,-729.9807053,Break,,-0.15310337196143364,Yes," In this case, the real-time entity data shows a significant deviation from the previous recorded balance (-729.980705 USD). Comparing this to the historical records, we can see that the difference between the Ihub_Balance and GL_Balance is usually within tolerance (less than 1 USD). However, in this instance, the difference is more than 700 USD. This deviation suggests an anomaly. It could be due to factors such as error in data entry, unusual transactions, or changes in accounting practices that have not been reflected in the historical records. A thorough investigation and confirmation of the data is recommended."
2023-09-09,2,1643408,59706,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,31236.82543,30722.54676,514.2786708,Break,,-0.10620313652152397,No,
2023-09-09,2,1690160,63922,EUR,ALL OTHER LOANS,DEFERRED COSTS,67134.6754,68732.66713,-1597.991731,Break,,-0.18582156742110414,No,
2023-09-09,2,1692967,51898,USD,ALL OTHER LOANS,DEFERRED COSTS,12381.71886,30455.89283,-18074.17397,Break,,-0.8068631613225464,No,
2023-09-09,0,1669811,65511,GBP,ALL OTHER LOANS,PRINCIPAL,66827.01874,9979.879074,56847.13967,Break,,2.0171679986410918,No,
2023-09-09,0,1601021,12195,EUR,ALL OTHER LOANS,PRINCIPAL,37055.62627,70955.23915,-33899.61288,Break,,-1.4033760951011192,No,
2023-09-09,0,1615235,44684,USD,ALL OTHER LOANS,PRINCIPAL,49573.28779,49580.8252,-7.537410988,Break,,-0.12587210391070075,Yes," The real-time entity appears to be an anomaly due to a significant negative balance difference compared to its previous records. In particular, the GL_Balance on 2023-09-09 (-7.54) is significantly lower than the average GL_Balance from the historical data (-33366 to 16901). This suggests an unusual event or transaction that caused this change. However, it's important to verify the accuracy of the data and investigate further before making any conclusions."
2023-09-09,0,1682982,61914,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,71403.41118,71846.99797,-443.586788,Break,,-0.14230824161487438,Yes," This real-time entity (1682982, EUR, ALL OTHER LOANS DEFERRED ORIGINATION FEES) appears to be an anomaly due to the significant negative difference between its GL_Balance (-443.586788) and Ihub_Balance (0) compared to previous records, where these values were either equal or had a minor discrepancy of less than 1 USD. This deviation from historical patterns suggests an unusual transaction or error that requires further investigation."
2023-09-09,2,1622903,69241,EUR,ALL OTHER LOANS,DEFERRED COSTS,58751.45154,68789.14207,-10037.69053,Break,,-0.503941622064125,No,
2023-09-09,2,1637950,11350,GBP,ALL OTHER LOANS,PRINCIPAL,17174.16464,30216.0632,-13041.89856,Break,,-0.6171801209043727,No,
2023-09-09,2,1653317,65751,GBP,ALL OTHER LOANS,DEFERRED COSTS,31287.45909,20331.96786,10955.49123,Break,,0.28736056628095785,No,
2023-09-09,2,1646869,68068,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,58852.21214,9949.471087,48902.74105,Break,,1.7177174396472343,No,
2023-09-09,0,1686888,8791,GBP,ALL OTHER LOANS,PRINCIPAL,21077.60277,19788.81977,1288.782991,Break,,-0.07700951687570518,No,
2023-09-09,0,1660472,66029,EUR,ALL OTHER LOANS,DEFERRED COSTS,17148.19304,20035.19548,-2887.00244,Break,,-0.23440862804358822,No,
2023-09-09,2,1668313,63418,USD,ALL OTHER LOANS,PRINCIPAL,14630.98609,80531.062,-65900.07591,Break,,-2.609578981027779,Yes," This real-time entity shows an unusual trend compared to its historical records due to a significant and rapid decrease in the GL_Balance (-65900.07591), which is greater than the usual changes seen in the past 6 months. The current Balance_Difference_Scaled (-2.609579) also indicates an anomaly as it surpasses the typical range, suggesting a substantial deviation from normal behavior."
2023-09-09,2,1680148,30661,USD,ALL OTHER LOANS,PRINCIPAL,76275.41458,69742.09182,6533.322759,Break,,0.12067446655879124,No,
2023-09-09,0,1699284,8645,EUR,ALL OTHER LOANS,PRINCIPAL,67200.28309,30306.1221,36894.161,Break,,1.2650744919932575,No,
2023-09-09,0,1635621,27886,USD,ALL OTHER LOANS,PRINCIPAL,60562.75339,9882.843827,50679.90956,Break,,1.7847047761595332,No,
2023-09-09,2,1648579,27899,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,75900.17321,78327.91451,-2427.741304,Break,,-0.2170975626656334,No,
2023-09-09,2,1687726,18234,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,76296.41136,30371.22011,45925.19124,Break,,1.605483776951624,No,
2023-09-09,2,1644132,15426,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,57335.777,57458.72346,-122.9464684,Break,,-0.13022225153143754,Yes," The provided data shows that, historically, the GL_Balance for this entity (ALL OTHER LOANS DEFERRED ORIGINATION FEES) has been within a tolerance of 1 USD from its Ihub_Balance. However, in the current real-time data, there is a significant difference of $122.946468 between GL_Balance and Ihub_Balance, which is outside the historical tolerance. This discrepancy suggests that this instance may be an anomaly. It's recommended to investigate further to understand the cause of this deviation."
